Index,MaxTheoreticalCapacity/mAhg,V_AI/Volt,V_DFT/Volt,SMILES
148,453.2403225479748,2.913398,3.9087576240415856,BrC1=NC(NC=O)=NC2=C1NN=NC(=O)C2=O
149,463.66552921112094,3.1493134,3.809250712624476,BrC1=NC(=N)C2=NC3=C(N=CC(=O)C3=N)C2=N1
150,384.09660161286496,3.6214128,2.950259856282688,CCCCC1=NC=CSC(=N)N=CC=C1C=O
151,496.5800547920691,2.9307892,2.9211922421705485,BrC1=NN(C=C(C=O)C1=O)C1=NC(=N)SN=N1
152,109.74202772096032,3.1221478,2.9323790931486,CCCN1N=C2N=NOC3=C2C1=C(N)C=C3N
153,197.6404155296109,2.9597485,3.27259818086002,CC1=CC2=C(N=CN=C3N=C(O)N=C3S2)C1=O
154,550.8260216475908,3.1695998,2.9296873952620257,CC(=O)CC#CCCC1=NS(=O)(=O)ON=N1
155,372.3142780142183,3.107516,3.3652710963879753,BrC1=NC=C2C3=C(ON=C2S1)N=C(C#N)C3=O
156,289.06627489565545,3.3520298,2.851365391718266,CC1=C2C=C(O)SC(C)=CC(=O)C=C1ON=N2
157,489.1151101726461,3.2061148,2.9942615851768055,CC1=NOC2=NC3=C(C(=NC3=N)C#C)C2=NO1
158,383.04609814282713,2.9508386,3.2126052371584692,BrC1=NC(=O)C2=C(OC(=O)N=CC(=O)N2)C1=O
159,493.97462725041873,3.0659819,2.9346377875111314,BrC1=NC(=N)OC(=N1)C1=NSC(=O)C(=O)N=C1
160,394.28255316156896,3.1162689,3.0849550149868143,BrC1=CN=C2N=CC(=NC(=O)C2=C1)C(=O)C#N
161,625.7279372254498,2.979242,3.0211868578318453,CC(=O)C(=O)N1N=NOC2=NC(=O)C(=O)C2=N1
162,473.5116187047892,3.1386237,2.8437087274956703,CC1NC2=NC3=C(C=CC12)S(=O)(=O)N=NO3
163,722.4160771940982,3.1851313,3.7120839953611804,CC1=NC(=O)C2=NC(C=N2)=NC(=N)C=NC1=O
164,660.8964064479602,2.9022274,4.696794583914703,CC1=CC2=C(C(=O)C(=N)C2=N)C(=NC1=N)C#N
165,463.6699410297098,3.2127237,2.8133788256937176,BrC1=NC(=NC2=C1C=CN=C2C=O)C(=O)C#N
166,651.7462813124414,3.001651,2.853998385792586,CC1=CC(=N)C=NC(=O)C(=C1)C(=O)C(=O)C#N
167,536.9252448787892,2.9744656,4.24889334228621,ClC1=CC(=O)C(=CS1)C1=NC(=O)SN=NC1=N
168,325.9097641540163,3.059701,3.092787383127077,BrC1=C(C=O)C(=O)C2=C(C3=CC=NC3=C2)C1=N
169,457.2998192225213,3.0561197,2.8919968651742405,CC1=C2SC(=N)C(F)=C3C=NC(=C23)C(=N)C1=O
170,625.3171228309726,2.9115932,3.510502977535301,CC1=NC(O)=C(SC=NC=NS1(=O)=O)C(O)=O
171,213.42133512866323,3.200221,3.085850122210965,CC12N=CN(CCCOC3=NC1=NO3)C2C#C
172,394.1055482680938,2.9030347,3.1181464937604715,CCC1=CC(=O)C2=C(C=O)C(=O)C(=O)C2=C1F
173,394.2787249490092,3.040891,3.2249361532181386,BrC1=NN=C2N=CC(=O)C=CN=C(C#N)C2=N1
174,311.5228387605568,3.1395588,3.487184453483509,CC1=C2N=CN=C2C(=N)C2=C1N=CC(=O)C2=O
175,368.2369080114312,3.0345976,3.327613166209075,BrC1=NC2=C(C3=C(C2=O)C(=O)ON=C3)C(=O)S1
176,563.1196479487414,2.9877844,3.0610739027509593,BrC1=NN2C(SC(=N)C(=NC2=O)C#N)=CC1=N
177,216.86829025508004,3.3890595,3.169295609156752,CCC1=C2C=CC(=O)N=CC=C2C(=O)N=C1C
178,388.5215892479352,3.1484008,3.457339715047276,BrC1=NC(=N)SC2=C1C(=O)C1=C2C(=O)N=C1
