index,45M_index,dielectric,homo,lumo,oxidation,reduction,ip,ea,deo,der,oxidation_solv,reduction_solv,ip_solv,ea_solv,deo_solv,der_solv,redox_stable
1164,11762345,2.419526090102136,-0.28898,-0.13424,8.139338455223031,2.83147052610464,8.271885184625583,2.83955231190589,8.293491036226717,2.8010481809010157,6.274785843714119,4.129025454436643,6.40733257311667,4.137107240237894,6.428938424717805,4.09860310923302,no
1165,11766969,2.800745749847483,-0.24978,-0.16025,7.699928223802688,3.799850781333231,7.695982570803369,3.6999305205132704,7.674621621798522,3.6681476053192688,5.910733502868148,5.336928071671092,5.906787849868829,5.237007810851131,5.885426900863982,5.205224895657129,yes
1166,11773133,2.0872940220660507,-0.30314,-0.10367,8.62400070062134,3.5008668843935147,8.725553645424803,3.35844241678806,8.777092037024612,3.27659052559054,6.710902135171695,4.8145981736868855,6.812455079975159,4.67217370608143,6.863993471574967,4.59032181488391,yes
1167,11773277,2.80775769873208,-0.30178,-0.10149,9.265954634136486,3.937362230647525,9.32263598033259,3.681058054048073,9.366201431730872,3.57626695264969,6.718716160801086,5.081949362337451,6.775397506997191,4.825645185738,6.818962958395474,4.720854084339617,no
1168,11774988,2.7606901824242454,-0.26332,-0.11346,8.242810075843602,3.24252212489487,8.308226281445494,3.124343014699354,8.354376815840345,3.069294352499127,6.364063725972379,4.594102022569914,6.4294799315742726,4.475922912374398,6.475630465969123,4.420874250174172,yes
1169,11775001,2.283321788355823,-0.28561,-0.1171,4.80062076595604,3.495923389353487,5.162532385958,3.373526512153152,5.195920773757229,3.29031405095288,2.878829790887345,4.765167577126436,3.2407414108893056,4.642770699926101,3.2741297986885347,4.559558238725828,no
1170,11775054,2.5307415448652364,-0.28292,-0.0796,8.505591381984818,2.6865611134536223,8.635117645985714,2.5124625762477035,8.680805586584826,2.420542467050854,6.64730337897904,4.264777414641836,6.776829642979937,4.090678877435917,6.822517583579049,3.998758768239069,yes
1171,11775058,2.41392509164303,-0.25938,-0.08093,7.082845782003929,2.6019513468592987,7.191419268002043,2.449213758664414,7.200916046605907,2.362137278661524,5.003628694519503,4.169949767347015,5.112202180517617,4.01721217915213,5.121698959121481,3.9301356991492393,no
1172,11775091,2.518171303772318,-0.30182,-0.1561,6.237783781980502,4.295121663136659,6.529979795191424,4.13729554312678,6.588457093789181,4.019579026733189,4.585984317716918,5.470259305705232,4.87818033092784,5.312433185695353,4.936657629525597,5.194716669301762,no
1173,11775096,2.414621497083956,-0.24504,-0.08008,7.544430311179964,2.7163042621065463,7.541328211587795,2.6229963714977336,7.587832494184846,2.5517297149013305,5.306322593714654,4.32132977881099,5.303220494122486,4.228021888202177,5.349724776719536,4.156755231605774,yes
1174,11775097,2.8642948781301643,-0.30189,-0.09926,8.275509743110042,3.165930197319847,8.466533771110353,3.065737822519135,8.509582205906847,2.983504971722577,6.1584067676242125,4.588728859526426,6.349430795624521,4.488536484725714,6.392479230421016,4.406303633929155,no
1175,11907263,2.2909823301762207,-0.26617,-0.10428,8.640480468701375,4.076680789049416,8.680154689900201,3.990638342250101,8.719828911099029,3.908296645847631,6.739078723530605,5.263953083357737,6.778752944729432,5.177910636558422,6.8184271659282585,5.095568940155951,no
1176,11958298,2.438537204468975,-0.28928,-0.1425,9.213525341299276,2.565848077678437,9.254342441295218,2.550963441881988,9.306996500295304,2.484894162681744,6.745527281101359,3.998110048461984,6.7863443810973,3.983225412665535,6.838998440097385,3.9171561334652902,yes
1177,11966640,2.9567429893175734,-0.25941,-0.09766,8.535429226310617,3.022407749728865,8.491918197712195,2.927222272527887,8.544844370711594,2.849424879929411,6.403573862432064,4.524326278577387,6.360062833833644,4.429140801376408,6.412989006833042,4.351343408777932,yes
1178,11979803,2.5249000975817766,-0.30918,-0.17262,6.870458900208543,4.068106204796121,7.299256141414873,3.914769965790373,7.412047394411618,3.8283737707950456,4.867351010063802,5.31684088828054,5.296148251270132,5.163504649274792,5.408939504266877,5.077108454279465,no
1179,12020436,3.889666690520047,-0.26499,-0.10728,8.50321092870534,3.234357888563552,8.55945689250873,3.1306824545654472,8.635159007309403,3.0485040265625645,5.979634944581162,4.443907067584857,6.035880908384552,4.340231633586752,6.111583023185225,4.258053205583869,yes
1180,12024067,3.8067305037473593,-0.26691,-0.16424,8.557164332056011,3.0996179203321064,8.60603600646874,3.062555993520497,8.666581371461275,3.0219293733271684,6.4582040133024,4.416014838355693,6.507075687715127,4.378952911544084,6.567621052707663,4.338326291350755,yes
1181,12024573,2.857024784870259,-0.24922,-0.16555,8.00263627292469,3.185283489242527,8.119618081529415,3.0842747724376887,8.142040275134677,3.056709624236132,5.973146658365828,4.682250359618357,6.090128466970554,4.581241642813519,6.112550660575814,4.553676494611962,yes
1182,12025058,3.009028873391872,-0.21724,-0.14298,7.189646227607466,2.599689943464188,7.208286036606808,2.5636076270624795,7.255824352407435,2.4873068614633183,5.0243956730773816,4.312329036815553,5.043035482076724,4.2762467204138455,5.090573797877351,4.199945954814685,yes
1183,12025771,2.986525644102349,-0.25265,-0.18233,7.932577258271653,3.702184712889395,8.03361318647333,3.675435906691965,8.074049326870233,3.626047215689822,6.03744420332035,5.187514628064343,6.138480131522026,5.160765821866912,6.178916271918928,5.11137713086477,no
1184,12025987,3.695731309162821,-0.20937,-0.11999,6.923542082989845,2.087864326180765,6.94397784439084,2.06908846018486,6.938045759187256,2.025849545585752,5.089964752325716,3.5437909630830737,5.110400513726711,3.5250150970871683,5.104468428523127,3.4817761824880606,yes
1185,12026072,2.5667173191682213,-0.24839,-0.14219,8.19549081181041,2.4728182875878733,8.21913751842186,2.5087373355838065,8.238539246619279,2.427620152181338,6.062307531604074,3.852536133427924,6.085954238215524,3.888455181423857,6.105355966412943,3.8073379980213886,yes
1186,12027220,2.768096776959788,-0.22702,-0.10769,7.486548071479851,1.9774178250975567,7.505242303279057,1.943757323299015,7.535637437079655,1.8838922432985743,5.600659110071407,3.5877965316725637,5.619353341870613,3.554136029874021,5.649748475671212,3.494270949873581,yes
1187,12027285,2.6827710313020128,-0.25949,-0.17755,8.224445374090665,3.644171912896168,8.283684591886498,3.623028655103146,8.333481453890704,3.579218301096201,6.221088499639492,4.999295279062656,6.280327717435325,4.978152021269634,6.330124579439531,4.9343416672626885,yes
1188,12027389,3.5396678558620005,-0.2524,-0.17567,8.291184380272465,3.390542644121384,8.319974041474024,3.3886106347231686,8.360573450273609,3.3442288413207595,6.098817556796789,4.71479802400323,6.127607217998348,4.712866014605014,6.168206626797932,4.668484221202605,yes
1189,12027486,3.062758721869636,-0.2128,-0.14425,6.955717930802195,2.833172327055662,6.960371080205915,2.80849158725301,7.027147855804373,2.7645451762556887,5.022948244285603,4.384021851147911,5.027601393689323,4.359341111345259,5.094378169287781,4.315394700347937,yes
1190,12033449,3.8745474169223937,-0.26752,-0.14587,7.651037229302289,2.4097308336015666,7.737242944507377,2.501895845400891,7.782087331705525,2.42880602499981,5.579624643446605,3.866130676757126,5.665830358651695,3.95829568855645,5.710674745849842,3.8852058681553694,no
1191,12038947,2.86945445621616,-0.26067,-0.17316,8.450886644667001,3.39835144515845,8.488220685468644,3.4139435773562066,8.564684719467392,3.373942819358204,6.104459976644964,4.742209890385476,6.141794017446606,4.757802022583232,6.218258051445354,4.717801264585229,yes
1192,12047548,3.6248404065782314,-0.21347,-0.12685,7.152330636137904,2.213137176242407,7.164412497732149,2.2355593698476683,7.173365048337388,2.195803514445954,5.270496336601365,3.754933467562355,5.282578198195609,3.777355661167616,5.291530748800849,3.7375998057659015,yes
1193,12051973,3.5155690841120983,-0.24688,-0.13546,8.128762472499066,2.354664756110086,8.18424651710438,2.341984243711166,8.214315114099616,2.2967316855109554,6.1736111373737215,3.8762206638689753,6.2290951819790354,3.863540151470055,6.259163778974272,3.818287593269844,yes
1194,12059726,2.9763984282189138,-0.29417,-0.19174,9.330506741721852,3.8981170515934846,9.387079242321324,3.82570751619378,9.457747248122333,3.792645665193727,7.012804345905726,5.238347863452525,7.069376846505199,5.16593832805282,7.140044852306208,5.132876477052767,yes
1195,12060600,3.7493221908152576,-0.21213,-0.13766,7.044131579003835,2.514931194452688,7.064676185998369,2.489570169654847,7.08040437520197,2.421677726656112,5.092644803112466,4.076763783820288,5.113189410107,4.051402759022448,5.128917599310601,3.983510316023713,yes
1196,12061667,2.7124474654823936,-0.27381,-0.1526,8.63447839577468,2.7798187718047918,8.710180510575352,2.749967866005912,8.755814028374601,2.6985927428056917,6.418577493684468,4.286501445350091,6.494279608485141,4.256650539551212,6.5399131262843895,4.205275416350991,yes
1197,12063231,3.8009904695478,-0.24388,-0.15702,6.485589620682922,2.8815299781106023,6.52725027408292,2.87918979770723,6.528719689682304,2.847896687708898,4.361753401960151,4.370907371343393,4.403414055360149,4.368567190940021,4.404883470959533,4.337274080941689,no
1198,12064179,3.3503288538160816,-0.23379,-0.13679,7.324546688686491,2.622956642862434,7.381418514685207,2.594575152662938,7.438453609086606,2.535798528662843,5.061396183746665,4.077163138329182,5.118268009745382,4.048781648129687,5.1753031041467805,3.9900050241295912,yes
1199,12067954,3.159550577666161,-0.24387,-0.15985,8.033614002806695,2.9676401813001694,8.073451492411298,2.945789427096559,8.104662968209835,2.906251262894296,5.951347605832296,4.351268033205103,5.991185095436897,4.329417279001493,6.022396571235436,4.289879114799229,yes
1200,12069206,2.987303227685129,-0.2596,-0.1581,8.424931377314163,2.984516637153696,8.453721038515722,2.973849768352785,8.49674226191538,2.9319986351532674,6.249849915403387,4.547242141393377,6.278639576604946,4.536575272592466,6.321660800004603,4.4947241393929485,yes
1201,12069458,3.900397415025002,-0.24187,-0.15088,7.9145469846270595,2.7300691487987616,7.9436359712247695,2.7293888637973858,7.975310040825232,2.6820138163963465,5.876229991903261,4.178902590069564,5.90531897850097,4.178222305068188,5.936993048101434,4.130847257667148,yes
1202,12069710,3.3838883031434563,-0.19743,-0.11411,6.6074732364551725,4.104755334660903,6.631800228055624,4.057543555659453,6.634385311058379,4.042332383057641,4.645822458434737,5.681524805711089,4.670149450035189,5.634313026709638,4.672734533037943,5.619101854107826,yes
1203,12069712,4.35312049250773,-0.25298,-0.14248,8.22059686578907,2.805400644328224,8.261196274591748,2.7695360191259666,8.299564348593872,2.7241746153260307,6.193597910665023,4.151696088119905,6.234197319467701,4.115831462917647,6.272565393469825,4.070470059117712,yes
1204,12077586,3.4304669744027887,-0.23338,-0.13766,7.006516444439945,2.3772462180319405,7.065565182436259,2.400321485232459,7.090599670438018,2.31621104783136,5.142504741136843,4.007572431854951,5.201553479133158,4.030647699055469,5.226587967134917,3.9465372616543695,yes
1205,12080703,3.144935762130118,-0.21809,-0.13871,7.339866162650315,2.4857744514740063,7.366261220664107,2.4584542058687373,7.3866425592590526,2.3942625132668462,5.332910852654655,3.848078361888889,5.359305910668447,3.8207581162836206,5.379687249263393,3.756566423681729,yes
1206,12080807,2.9158205945838667,-0.28312,-0.16751,7.312358158390779,3.1194904057455526,7.440034047202535,3.10351731393329,7.499137208001806,3.07559841753572,5.245521169433698,4.561614876354477,5.373197058245454,4.545641784542214,5.432300219044725,4.517722888144643,no
1207,12081246,2.4294616851370714,-0.26339,-0.07054,3.9449430545764415,2.527449799026194,4.491837771775401,2.3697325246284136,4.640167113175229,2.273431380027158,2.2933653632162665,4.14638224591979,2.840260080415226,3.98866497152201,2.9885894218150533,3.8923638269207546,no
1208,12087020,4.075166841955423,-0.25701,-0.15276,8.264614298550327,2.8810657516264757,8.301376899947225,2.8674600516298905,8.340724584346876,2.8129011946284272,6.269592820145414,4.330467911144395,6.306355421542311,4.31686221114781,6.345703105941962,4.262303354146347,yes
1209,12087105,3.0496071194025185,-0.2516,-0.15605,8.199139860555738,2.9152927947707825,8.246133948339176,2.909877726168986,8.292502173945852,2.879210478369074,6.33346096920141,4.351200548922879,6.380455056984849,4.345785480321083,6.426823282591524,4.31511823252117,yes
1210,12087962,2.649330902250087,-0.24781,-0.15685,3.978248175493676,7.524650616624413,4.0020853618953645,7.490255407012258,3.91732185088354,7.562175137231761,1.8957349711265696,8.829753170981935,1.919572157528258,8.795357961369781,1.8348086465164344,8.867277691589283,yes
1211,12088132,3.123370647190165,-0.20619,-0.13624,6.978570336626976,2.509055981123313,6.997509471028656,2.4507419509065818,7.009564121226063,2.3917476357070364,5.137313948885528,3.826578634751508,5.156253083287209,3.768264604534777,5.168307733484616,3.709270289335232,yes
