index,45M_index,dielectric,homo,lumo,oxidation,reduction,ip,ea,deo,der,oxidation_solv,reduction_solv,ip_solv,ea_solv,deo_solv,der_solv,redox_stable
768,43527508,2.516256139812479,-0.27937,-0.1351,8.847153500714871,3.8256909988785104,8.90712742631813,3.6546129270804335,8.957114768118762,3.587400769076888,7.001864111381966,5.093995577003447,7.061838036985225,4.922917505205371,7.111825378785856,4.855705347201825,yes
769,43571787,2.7750553175985013,-0.26515,-0.12168,8.027610351623117,2.4544086870295363,8.12086381942588,2.4083397868313865,8.16002102402292,2.371495551231602,6.355061106394731,4.258685870637686,6.448314574197495,4.212616970439536,6.487471778794533,4.175772734839752,yes
770,43574218,3.0292712804059088,-0.26846,-0.167,8.740494064595289,3.218074042570447,8.763188372193675,3.205475164374414,8.800876161194424,3.166508439573801,6.758707939039246,4.690216496961392,6.781402246637633,4.67761761876536,6.819090035638381,4.638650893964746,yes
771,43574539,2.6694305076048743,-0.29231,-0.17489,7.818984629543374,3.359285153837096,7.904591693937601,3.371285381240827,7.94489177733794,3.337679302242148,5.897996662885322,4.693763775064232,5.983603727279548,4.705764002467964,6.023903810679888,4.6721579234692845,no
772,43621170,2.5128930515010715,-0.26833,-0.14318,5.963648247089041,2.807878514410361,6.3178046180951135,2.876424031007448,6.328308218493343,2.827008128608467,4.110089041170935,4.127122289120561,4.464245412177007,4.195667805717647,4.474749012575237,4.146251903318666,no
773,43626731,2.1936281180068,-0.29144,-0.11556,8.838083668984684,2.2743598330016,8.941541411789526,2.296237798583486,9.015964590790333,2.2187125199966973,6.996769593091345,3.3906843882960875,7.100227335896187,3.412562353877974,7.174650514896995,3.335037075291185,yes
774,43652284,2.686364482241628,-0.24472,-0.11338,7.772424291448791,1.9875018801405369,7.792642361650336,1.9531610933406187,7.802057506051314,1.8916905407380444,5.656568958655843,3.4466070806770803,5.6767870288573885,3.412266293877162,5.686202173258366,3.350795741274588,yes
775,43665256,2.19511766501222,-0.28582,-0.10031,8.644185028691053,3.1002070471299463,8.8198618270868,2.963388127935087,8.883373234687316,2.8928017563338733,6.787798830433373,4.36514258183041,6.963475628829119,4.228323662635551,7.0269870364296345,4.157737291034337,yes
776,43681736,2.1564531012225427,-0.30182,-0.15923,9.174188269344764,3.2935584661654818,9.32488500255408,3.2724152083600853,9.384804505345103,3.230999457571843,7.305195029476948,4.654174181309199,7.455891762686266,4.633030923503803,7.515811265477288,4.59161517271556,yes
777,43684387,3.167719064547407,-0.29141,-0.16955,9.364483031815777,3.385459255274659,9.387068493820625,3.3720168236776624,9.432484320420423,3.332533082275261,7.108841920880436,4.538936079238551,7.131427382885285,4.525493647641555,7.176843209485083,4.486009906239153,yes
778,43685459,2.6279155511997327,-0.25711,-0.14001,4.054571798656034,6.954317087938806,4.500321742059779,6.623807423537996,4.530444761861065,6.581956290338479,2.250701425488148,8.314660144860966,2.6964513688918936,7.984150480460157,2.72657438869318,7.942299347260639,no
779,43685732,2.656590730013921,-0.22252,-0.09614,7.26576734354733,1.765600532320348,7.2980944867461455,1.7275317837267488,7.309332794945614,1.6481017071262078,5.390166903629188,3.235323076916919,5.422494046828003,3.19725432832332,5.433732355027471,3.1178242517227788,yes
780,43685837,2.665651594416972,-0.23332,-0.14421,7.445377277700841,2.6215563442181957,7.491228486705727,2.601093371414174,7.496643555301336,2.551976794417533,5.197298486940113,3.712311707522228,5.243149695944999,3.691848734718207,5.248564764540609,3.642732157721565,yes
